Date,SAS Date,Wednesday?,CatACOE,CatAQuota,CatABids,CatBCOE,CatBQuota,CatBBids,CatECOE,CatEQuota,CatEBids,A_bids/Quota,B_bids/Quota,E_bids/Quota
15/6/21,16/6/21,23/6/21,47821,830,1178,56032,809,983,58001,265,519,1.419277108,1.215080346,1.958490566
1/7/21,1/7/21,7/7/21,45001,867,1149,56100,840,1087,57700,259,416,1.325259516,1.294047619,1.606177606
15/7/21,16/7/21,21/7/21,47010,836,1240,59501,819,1107,60001,267,408,1.483253589,1.351648352,1.528089888
1/8/21,1/8/21,4/8/21,45189,805,1021,56001,771,980,59599,199,288,1.268322981,1.271076524,1.447236181
15/8/21,16/8/21,18/8/21,46689,806,1127,61001,794,1065,64901,198,408,1.398263027,1.341309824,2.060606061
1/9/21,1/9/21,8/9/21,47000,804,1124,62600,791,1080,64700,206,319,1.39800995,1.365360303,1.548543689
15/9/21,16/9/21,22/9/21,48000,803,1040,68310,772,1189,70002,198,400,1.295143213,1.54015544,2.02020202
1/10/21,1/10/21,6/10/21,47001,816,1077,70200,774,1130,72756,214,442,1.319852941,1.45994832,2.065420561
15/10/21,16/10/21,20/10/21,52709,811,1304,80210,774,1240,85000,210,391,1.607891492,1.602067183,1.861904762
1/11/21,1/11/21,3/11/21,53709,536,834,82801,587,839,88000,159,257,1.555970149,1.429301533,1.616352201
15/11/21,16/11/21,17/11/21,55001,537,706,79601,594,797,86001,164,253,1.314711359,1.341750842,1.542682927
1/12/21,1/12/21,8/12/21,57010,536,771,80401,593,822,85000,149,245,1.438432836,1.386172007,1.644295302
15/12/21,16/12/21,22/12/21,58801,534,740,80989,595,829,83889,177,241,1.38576779,1.393277311,1.361581921
1/1/22,1/1/22,5/1/22,57599,543,760,77700,587,712,82501,149,193,1.399631676,1.212947189,1.295302013
15/1/22,16/1/22,19/1/22,57898,531,711,82001,592,907,83911,145,226,1.338983051,1.532094595,1.55862069
1/2/22,1/2/22,9/2/22,60761,542,819,86102,550,865,87000,180,269,1.511070111,1.572727273,1.494444444
15/2/22,16/2/22,23/2/22,63000,536,876,93590,559,939,93102,180,300,1.634328358,1.679785331,1.666666667
1/3/22,1/3/22,9/3/22,68501,531,962,94889,551,860,98890,190,318,1.811676083,1.560798548,1.673684211
15/3/22,16/3/22,23/3/22,71556,543,849,98889,555,824,99010,180,344,1.563535912,1.484684685,1.911111111
1/4/22,1/4/22,6/4/22,72996,536,723,98389,550,708,99999,180,290,1.348880597,1.287272727,1.611111111
15/4/22,16/4/22,20/4/22,68699,532,744,90002,560,687,95801,184,295,1.398496241,1.226785714,1.60326087
1/5/22,1/5/22,4/5/22,70901,612,804,92090,527,699,91112,195,283,1.31372549,1.326375712,1.451282051
15/5/22,16/5/22,18/5/22,68001,625,819,95889,528,709,95901,191,309,1.3104,1.34280303,1.617801047
1/6/22,1/6/22,8/6/22,73801,612,874,100684,528,851,100697,190,316,1.428104575,1.611742424,1.663157895
15/6/22,16/6/22,22/6/22,74989,614,850,106001,531,822,104400,194,276,1.384364821,1.548022599,1.422680412
1/7/22,1/7/22,6/7/22,78001,617,900,107800,527,695,110524,195,340,1.458670989,1.318785579,1.743589744
15/7/22,16/7/22,20/7/22,78899,628,834,110003,527,702,114001,194,317,1.328025478,1.332068311,1.634020619
1/8/22,1/8/22,3/8/22,80000,554,689,107001,474,612,113000,167,293,1.24368231,1.291139241,1.754491018
15/8/22,16/8/22,17/8/22,87889,551,835,112001,471,665,112001,163,273,1.515426497,1.411889597,1.674846626
1/9/22,1/9/22,7/9/22,86000,556,723,113000,470,627,113299,165,260,1.300359712,1.334042553,1.575757576
15/9/22,16/9/22,21/9/22,84000,543,759,108051,471,553,107201,176,297,1.397790055,1.174097665,1.6875
1/10/22,1/10/22,5/10/22,80501,564,724,95856,474,635,105001,179,232,1.283687943,1.339662447,1.296089385
15/10/22,16/10/22,19/10/22,81089,559,714,110000,470,848,108003,164,285,1.277280859,1.804255319,1.737804878
1/11/22,1/11/22,9/11/22,87235,460,687,115388,411,640,116577,146,283,1.493478261,1.557177616,1.938356164
15/11/22,16/11/22,23/11/22,90589,459,622,113881,416,568,114009,150,242,1.355119826,1.365384615,1.613333333
1/12/22,1/12/22,7/12/22,88503,458,616,105501,427,568,110524,149,266,1.344978166,1.330210773,1.785234899
15/12/22,16/12/22,21/12/22,88007,473,618,108006,409,564,109600,146,273,1.306553911,1.378973105,1.869863014
1/1/23,1/1/23,4/1/23,80000,462,649,102002,410,487,107889,146,285,1.404761905,1.187804878,1.952054795
15/1/23,16/1/23,18/1/23,,,,,,,,,,,,
1/2/23,1/2/23,8/2/23,,,,,,,,,,,,
15/2/23,16/2/23,22/2/23,,,,,,,,,,,,
1/3/23,1/3/23,8/3/23,,,,,,,,,,,,
15/3/23,16/3/23,22/3/23,,,,,,,,,,,,
